^SPX (Standard & Poors 500 Index),3089,85.63
Mar 04 2020 @ 13:45 ET,Bid,3088.32,Ask,3089.78,Size,1x1,Vol,
Expiration Date,Calls,Last Sale,Net,Bid,Ask,Vol,IV,Delta,Gamma,Open Int,Strike,Puts,Last Sale,Net,Bid,Ask,Vol,IV,Delta,Gamma,Open Int
03/04/2020,SPXW200304C02750000,190.48,0,337.2,343.8,0,3.117,0.9797,0.0003,0,2750.000,SPXW200304P02750000,0.05,-0.225,0,0.05,119,2.001,-0.0008,0,2688
03/04/2020,SPXW200304C02755000,330.7,0,332.2,338.8,0,3.0754,0.9795,0.0003,1,2755.000,SPXW200304P02755000,0.2,0,0,0.05,0,1.9698,-0.0008,0,289
03/04/2020,SPXW200304C02760000,289,0,327.2,333.5,0,2.9801,0.981,0.0003,2,2760.000,SPXW200304P02760000,0.05,-0.3,0,0.05,34,1.9385,-0.0008,0,467
03/04/2020,SPXW200304C02765000,0,0,322.2,328.8,0,2.9922,0.979,0.0003,0,2765.000,SPXW200304P02765000,0.05,-0.325,0,0.05,3,1.926,-0.0009,0,392
03/04/2020,SPXW200304C02770000,186.13,0,317.2,323.5,0,2.898,0.9805,0.0003,1,2770.000,SPXW200304P02770000,0.05,-0.375,0,0.05,236,1.876,-0.0008,0,719
03/04/2020,SPXW200304C02775000,182.23,0,312.2,318.5,0,2.8569,0.9802,0.0003,1,2775.000,SPXW200304P02775000,0.05,-0.45,0,0.05,103,1.8581,-0.0008,0,2159
03/04/2020,SPXW200304C02780000,0,0,307.2,313.5,0,2.8159,0.98,0.0003,0,2780.000,SPXW200304P02780000,0.07,-0.455,0,0.05,46,1.8416,-0.0009,0,11787
03/04/2020,SPXW200304C02785000,260.4,0,302.2,308.4,0,2.7565,0.9803,0.0003,7,2785.000,SPXW200304P02785000,0.05,-0.525,0,0.05,4,1.8033,-0.0009,0,165
03/04/2020,SPXW200304C02790000,137.4,0,297.2,303.3,0,2.6971,0.9807,0.0003,5,2790.000,SPXW200304P02790000,0.05,-0.6,0,0.05,71,1.77,-0.0009,0,524
03/04/2020,SPXW200304C02795000,189.6,0,292.2,298.5,0,2.6927,0.9791,0.0003,6,2795.000,SPXW200304P02795000,0.05,-0.7,0,0.05,3,1.7497,-0.0009,0,378
03/04/2020,SPXW200304C02800000,285,0,287,293.4,0,2.5972,0.9809,0.0003,26,2800.000,SPXW200304P02800000,0.05,-0.775,0,0.05,524,1.7192,-0.0009,0,4534
03/04/2020,SPXW200304C02805000,269.6,0,282.2,288.5,0,2.6106,0.9786,0.0003,12,2805.000,SPXW200304P02805000,0.05,-0.875,0,0.05,66,1.6868,-0.0009,0,273
03/04/2020,SPXW200304C02810000,140,0,277.2,283.4,0,2.5524,0.9789,0.0003,21,2810.000,SPXW200304P02810000,0.05,-1,0,0.05,185,1.6667,-0.001,0,628
03/04/2020,SPXW200304C02815000,249.81,0,272.2,278.3,0,2.494,0.9793,0.0003,10,2815.000,SPXW200304P02815000,0.05,-1.125,0,0.05,103,1.626,-0.0009,0,664
03/04/2020,SPXW200304C02820000,186.3,0,267.2,273.3,0,2.4534,0.979,0.0004,6,2820.000,SPXW200304P02820000,0.05,-1.25,0,0.05,230,1.5947,-0.0009,0,5281
03/04/2020,SPXW200304C02825000,179.6,0,262.2,268.4,0,2.4298,0.978,0.0004,22,2825.000,SPXW200304P02825000,0.05,-1.425,0,0.05,115,1.5635,-0.0009,0,1992
03/04/2020,SPXW200304C02830000,192.82,0,257,263.4,0,2.3548,0.9791,0.0004,5,2830.000,SPXW200304P02830000,0.05,-1.575,0,0.05,141,1.5489,-0.001,0,623
03/04/2020,SPXW200304C02835000,128.8,0,252.2,258.5,0,2.3641,0.9766,0.0004,10,2835.000,SPXW200304P02835000,0.05,-1.775,0,0.05,653,1.5138,-0.001,0,301
03/04/2020,SPXW200304C02840000,167.7,0,247.2,253.3,0,2.2907,0.9777,0.0004,5,2840.000,SPXW200304P02840000,0.05,-1.975,0,0.05,886,1.4854,-0.001,0,1463
03/04/2020,SPXW200304C02845000,218.97,0,242.2,248.4,0,2.266,0.9766,0.0004,2,2845.000,SPXW200304P02845000,0.07,-2.205,0,0.1,114,1.554,-0.002,0.0001,275
03/04/2020,SPXW200304C02850000,149,0,237.2,243.4,0,2.2251,0.9762,0.0004,14,2850.000,SPXW200304P02850000,0.05,-2.475,0,0.05,2650,1.4385,-0.0012,0,7190
03/04/2020,SPXW200304C02855000,137.52,0,232.2,238.3,0,2.1685,0.9766,0.0004,6,2855.000,SPXW200304P02855000,0.05,-2.725,0,0.05,403,1.4087,-0.0012,0,741
03/04/2020,SPXW200304C02860000,203.67,38.12,225.2,233.3,1,1.5658,0.9963,0.0001,14,2860.000,SPXW200304P02860000,0.05,-3.05,0,0.05,370,1.376,-0.0012,0,1267
03/04/2020,SPXW200304C02865000,175.13,13.98,220.2,228.3,4,1.5329,0.9963,0.0001,31,2865.000,SPXW200304P02865000,0.05,-3.35,0,0.05,387,1.3447,-0.0012,0.0001,1284
03/04/2020,SPXW200304C02870000,191,34.55,217,223.4,5,2.0313,0.9761,0.0005,85,2870.000,SPXW200304P02870000,0.05,-3.7,0,0.1,492,1.4046,-0.0022,0.0001,618
03/04/2020,SPXW200304C02875000,180.42,28.82,210.4,218.6,10,1.6974,0.9895,0.0003,15,2875.000,SPXW200304P02875000,0.05,-4.15,0,0.05,2511,1.2805,-0.0011,0.0001,1727
03/04/2020,SPXW200304C02880000,185.8,38.55,207,213.6,2,1.9789,0.9736,0.0005,104,2880.000,SPXW200304P02880000,0.07,-4.48,0,0.1,785,1.3403,-0.0022,0.0001,665
03/04/2020,SPXW200304C02885000,124.58,0,202.2,208.6,0,1.9653,0.9714,0.0006,119,2885.000,SPXW200304P02885000,0.05,-5,0,0.1,739,1.3135,-0.0023,0.0001,324
03/04/2020,SPXW200304C02890000,172.47,34.57,195.9,203.6,9,1.7129,0.9831,0.0004,122,2890.000,SPXW200304P02890000,0.07,-5.48,0,0.1,1047,1.2761,-0.0023,0.0001,5011
03/04/2020,SPXW200304C02895000,186.5,0,190.9,198.6,0,1.6737,0.9828,0.0004,12,2895.000,SPXW200304P02895000,0.06,-5.99,0,0.1,675,1.251,-0.0024,0.0001,453
03/04/2020,SPXW200304C02900000,160,30.55,185.9,193.6,16,1.6367,0.9823,0.0005,2528,2900.000,SPXW200304P02900000,0.05,-6.6,0,0.1,5141,1.2197,-0.0024,0.0001,15931
03/04/2020,SPXW200304C02905000,141.01,0,180.9,188.6,0,1.5975,0.982,0.0005,30,2905.000,SPXW200304P02905000,0.05,-7.15,0,0.1,572,1.1885,-0.0025,0.0001,485
03/04/2020,SPXW200304C02910000,102.64,0,175.9,183.6,0,1.5588,0.9816,0.0005,51,2910.000,SPXW200304P02910000,0.05,-7.85,0,0.1,1040,1.1567,-0.0025,0.0001,983
03/04/2020,SPXW200304C02915000,182.84,0,170.4,178.6,0,1.4088,0.9875,0.0004,32,2915.000,SPXW200304P02915000,0.05,-8.5,0,0.1,1879,1.126,-0.0026,0.0001,521
03/04/2020,SPXW200304C02920000,100.08,0,167.3,173.6,0,1.684,0.9661,0.0008,94,2920.000,SPXW200304P02920000,0.05,-9.25,0,0.1,987,1.0947,-0.0026,0.0001,1825
03/04/2020,SPXW200304C02925000,130.72,22.92,162.3,168.9,22,1.6748,0.9625,0.0009,82,2925.000,SPXW200304P02925000,0.05,-10.1,0.05,0.1,2134,1.1104,-0.0038,0.0002,916
03/04/2020,SPXW200304C02930000,123.63,19.43,157.3,163.9,28,1.6316,0.9616,0.0009,55,2930.000,SPXW200304P02930000,0.1,-11,0,0.15,2788,1.0819,-0.0039,0.0002,3430
03/04/2020,SPXW200304C02935000,108.72,8.57,152.3,158.3,4,1.5224,0.9667,0.0009,49,2935.000,SPXW200304P02935000,0.1,-11.75,0.05,0.1,1544,1.0479,-0.004,0.0002,306
03/04/2020,SPXW200304C02940000,112.81,17.21,147.3,153.5,30,1.5034,0.9637,0.0009,146,2940.000,SPXW200304P02940000,0.1,-12.7,0.05,0.15,2112,1.0479,-0.0051,0.0002,9492
03/04/2020,SPXW200304C02945000,109.16,17.16,142.3,148.1,22,1.4156,0.9671,0.0009,49,2945.000,SPXW200304P02945000,0.12,-13.73,0.05,0.2,2971,1.0437,-0.0064,0.0003,587
03/04/2020,SPXW200304C02950000,103.34,15.29,137.3,143.1,24,1.3739,0.9663,0.001,4746,2950.000,SPXW200304P02950000,0.1,-14.85,0.1,0.15,8689,1.0091,-0.0065,0.0003,17448
03/04/2020,SPXW200304C02955000,98.64,14.44,132.3,138.1,1,1.3322,0.9653,0.001,64,2955.000,SPXW200304P02955000,0.2,-15.9,0.1,0.2,1241,1.0003,-0.0079,0.0004,321
03/04/2020,SPXW200304C02960000,106.53,26.03,127.4,133.3,10,1.3225,0.9608,0.0011,102,2960.000,SPXW200304P02960000,0.15,-17.15,0.1,0.2,3007,0.9667,-0.0082,0.0004,1236
03/04/2020,SPXW200304C02965000,106.2,29.6,122.4,128.3,10,1.2797,0.9597,0.0012,167,2965.000,SPXW200304P02965000,0.22,-18.48,0.1,0.25,2054,0.9511,-0.0096,0.0005,482
03/04/2020,SPXW200304C02970000,119.5,46.4,117.4,123.6,18,1.2654,0.9549,0.0013,147,2970.000,SPXW200304P02970000,0.15,-19.7,0.15,0.25,3359,0.9328,-0.011,0.0005,6348
03/04/2020,SPXW200304C02975000,114.5,44.95,112.5,118.2,23,1.1938,0.9571,0.0013,185,2975.000,SPXW200304P02975000,0.28,-21.02,0.15,0.3,3425,0.9111,-0.0124,0.0006,1629
03/04/2020,SPXW200304C02980000,107.5,41.45,107.5,112.7,25,1.1005,0.9624,0.0013,345,2980.000,SPXW200304P02980000,0.35,-22.45,0.2,0.35,1863,0.9004,-0.015,0.0007,4856
03/04/2020,SPXW200304C02985000,82.03,19.58,102.6,107.3,35,1.0254,0.9656,0.0013,64,2985.000,SPXW200304P02985000,0.35,-24.1,0.25,0.45,1372,0.8961,-0.0188,0.0009,268
03/04/2020,SPXW200304C02990000,67.84,8.74,97.6,102.8,40,1.0357,0.9568,0.0016,207,2990.000,SPXW200304P02990000,0.45,-25.55,0.3,0.5,2413,0.8767,-0.0216,0.001,4861
03/04/2020,SPXW200304C02995000,95.67,39.77,92.7,97.7,15,0.9926,0.9552,0.0017,180,2995.000,SPXW200304P02995000,0.47,-27.38,0.35,0.55,1513,0.8536,-0.0244,0.0012,1131
03/04/2020,SPXW200304C03000000,90.77,37.92,87.8,92.8,233,0.9668,0.9504,0.0019,4320,3000.000,SPXW200304P03000000,0.5,-29.05,0.45,0.65,7841,0.8425,-0.0294,0.0014,13758
03/04/2020,SPXW200304C03005000,87,37.4,82.9,87.4,95,0.8969,0.953,0.0019,156,3005.000,SPXW200304P03005000,0.65,-30.9,0.55,0.75,2394,0.8266,-0.0347,0.0016,1233
03/04/2020,SPXW200304C03010000,74.9,28.15,78,82.5,78,0.8702,0.9477,0.0022,116,3010.000,SPXW200304P03010000,0.75,-32.7,0.65,0.85,2456,0.8067,-0.0401,0.0019,6306
03/04/2020,SPXW200304C03015000,48.92,5.17,73.2,78.1,54,0.884,0.9327,0.0026,176,3015.000,SPXW200304P03015000,1,-34.7,0.8,0.95,1203,0.7879,-0.0468,0.0022,374
03/04/2020,SPXW200304C03020000,58.87,17.87,68.3,73.4,319,0.862,0.9236,0.0029,337,3020.000,SPXW200304P03020000,1,-36.7,0.95,1.2,2114,0.777,-0.0566,0.0026,717
03/04/2020,SPXW200304C03025000,65,26.8,63.6,68.7,150,0.8474,0.9112,0.0033,323,3025.000,SPXW200304P03025000,1.42,-38.58,1.15,1.4,2539,0.7603,-0.0667,0.003,643
03/04/2020,SPXW200304C03030000,62.8,27.1,58.8,63.8,162,0.813,0.9023,0.0037,407,3030.000,SPXW200304P03030000,1.67,-40.73,1.4,1.65,1345,0.7447,-0.0789,0.0035,322
03/04/2020,SPXW200304C03035000,58.42,25.27,54.1,58.6,149,0.7666,0.8954,0.0041,283,3035.000,SPXW200304P03035000,1.94,-42.91,1.7,1.9,3157,0.7263,-0.0926,0.004,511
03/04/2020,SPXW200304C03040000,50.78,20.08,49.5,54.1,389,0.7547,0.8764,0.0047,935,3040.000,SPXW200304P03040000,2.2,-45.25,2.05,2.3,3421,0.7122,-0.1102,0.0046,943
03/04/2020,SPXW200304C03045000,50.05,21.7,45,49.6,1290,0.7398,0.8554,0.0054,477,3045.000,SPXW200304P03045000,2.77,-47.28,2.5,2.75,1350,0.6978,-0.1307,0.0053,362
03/04/2020,SPXW200304C03050000,42.77,16.67,40.6,44.9,7338,0.7145,0.8347,0.0061,4535,3050.000,SPXW200304P03050000,3.2,-49.55,3,3.3,11459,0.6822,-0.1543,0.0061,5341
03/04/2020,SPXW200304C03055000,38.47,14.42,36.3,41,1652,0.7131,0.8025,0.0068,193,3055.000,SPXW200304P03055000,3.9,-51.55,3.6,3.9,4249,0.6646,-0.181,0.0069,483
03/04/2020,SPXW200304C03060000,35.67,13.72,32.1,36.4,2234,0.6844,0.7752,0.0077,474,3060.000,SPXW200304P03060000,4.77,-54.23,4.5,4.8,2141,0.6578,-0.2159,0.0078,1119
03/04/2020,SPXW200304C03065000,33.11,13.06,28.5,32.3,1376,0.6794,0.7362,0.0084,654,3065.000,SPXW200304P03065000,6,-56.05,5.2,5.8,1372,0.6387,-0.2511,0.0087,814
03/04/2020,SPXW200304C03070000,26.5,8.35,24.3,28.2,1734,0.6494,0.7,0.0094,776,3070.000,SPXW200304P03070000,6.9,-58.35,6.3,6.9,794,0.624,-0.2928,0.0097,748
03/04/2020,SPXW200304C03075000,22.36,5.86,21.2,23.4,5412,0.6117,0.6598,0.0105,5393,3075.000,SPXW200304P03075000,8.3,-60.25,7.7,8.3,549,0.6141,-0.3408,0.0105,3644
03/04/2020,SPXW200304C03080000,18.8,3.9,18.3,19.3,12539,0.6045,0.6069,0.0111,1370,3080.000,SPXW200304P03080000,10,-61.5,9.3,9.9,503,0.6023,-0.3927,0.0112,443
03/04/2020,SPXW200304C03085000,16.46,2.91,15.2,16.1,3125,0.5922,0.5511,0.0117,317,3085.000,SPXW200304P03085000,11.3,-63.75,11.1,11.9,638,0.5922,-0.4489,0.0117,1700
03/04/2020,SPXW200304C03090000,13.61,1.46,12.4,13.3,16157,0.5829,0.492,0.012,4941,3090.000,SPXW200304P03090000,14.2,-64.5,13.2,14.2,260,0.5829,-0.508,0.012,646
03/04/2020,SPXW200304C03095000,10.95,0.1,10.1,10.9,1581,0.5801,0.432,0.0119,918,3095.000,SPXW200304P03095000,16.3,-66.5,15.8,16.8,107,0.5779,-0.5682,0.0119,992
03/04/2020,SPXW200304C03100000,8.19,-1.41,8,8.7,10608,0.5728,0.3722,0.0116,10047,3100.000,SPXW200304P03100000,19.7,-66.8,18.6,19.7,167,0.5705,-0.6283,0.0116,1859
03/04/2020,SPXW200304C03105000,6.64,-1.96,6.2,6.9,2193,0.5679,0.3147,0.011,826,3105.000,SPXW200304P03105000,35.43,-54.92,21,23.9,41,0.5704,-0.6845,0.0109,359
03/04/2020,SPXW200304C03110000,5.08,-2.52,4.8,5.4,4229,0.5665,0.2619,0.0101,623,3110.000,SPXW200304P03110000,37.45,-56.75,23.6,27.5,65,0.5448,-0.7465,0.0103,613
03/04/2020,SPXW200304C03115000,3.85,-2.85,3.7,4.2,2935,0.5678,0.215,0.009,721,3115.000,SPXW200304P03115000,30,-68.05,27.3,31.5,3,0.5435,-0.7953,0.0092,677
03/04/2020,SPXW200304C03120000,3.25,-2.55,2.8,3.2,4020,0.5681,0.1732,0.0079,812,3120.000,SPXW200304P03120000,40.06,-62.39,31.1,35.6,146,0.5328,-0.8425,0.0079,1041
03/04/2020,SPXW200304C03125000,2.33,-2.77,2.15,2.45,7404,0.5729,0.139,0.0068,3829,3125.000,SPXW200304P03125000,82.69,-24.01,35.1,39.9,49,0.5182,-0.885,0.0066,1555
03/04/2020,SPXW200304C03130000,1.71,-2.74,1.6,1.85,3148,0.5757,0.1094,0.0057,668,3130.000,SPXW200304P03130000,42,-69.8,40.1,44.4,56,0.544,-0.9036,0.0055,1140
03/04/2020,SPXW200304C03135000,1.45,-2.4,1.2,1.4,3082,0.581,0.0857,0.0047,1517,3135.000,SPXW200304P03135000,79.65,-36.45,43.9,49.1,5,0.496,-0.9456,0.0039,424
03/04/2020,SPXW200304C03140000,1.02,-2.33,0.9,1.1,8523,0.5934,0.0689,0.0039,1560,3140.000,SPXW200304P03140000,89.2,-31.4,49.2,53.8,27,0.5381,-0.9492,0.0034,463
03/04/2020,SPXW200304C03145000,0.85,-2.025,0.7,0.9,2920,0.6044,0.0549,0.0032,923,3145.000,SPXW200304P03145000,56.41,-68.49,53.7,58.5,15,0.4889,-0.9761,0.002,89
03/04/2020,SPXW200304C03150000,0.7,-1.75,0.55,0.7,6368,0.6156,0.0437,0.0026,6000,3150.000,SPXW200304P03150000,61.16,-68.69,58.7,63.4,57,0.5078,-0.981,0.0016,7281
03/04/2020,SPXW200304C03155000,0.73,-1.445,0.45,0.6,2330,0.6349,0.0365,0.0022,431,3155.000,SPXW200304P03155000,93.49,0,63.6,68.3,0,0.4931,-0.9896,0.001,116
03/04/2020,SPXW200304C03160000,0.45,-1.4,0.35,0.45,2359,0.6427,0.0285,0.0018,1086,3160.000,SPXW200304P03160000,96.42,-42.78,67.7,74.2,21,0.5251,-0.9902,0.0009,1562
03/04/2020,SPXW200304C03165000,0.3,-1.3,0.25,0.35,1277,0.6493,0.0219,0.0014,1200,3165.000,SPXW200304P03165000,88,-55.65,73.4,79.1,279,0.6806,-0.9728,0.0016,2231
03/04/2020,SPXW200304C03170000,0.26,-1.115,0.2,0.3,1401,0.6663,0.0182,0.0012,1266,3170.000,SPXW200304P03170000,106.73,-41.72,78.3,83,9,0,-1,0.0018,365
03/04/2020,SPXW200304C03175000,0.25,-0.95,0.15,0.3,952,0.6899,0.016,0.001,1761,3175.000,SPXW200304P03175000,138,-15.3,83.2,88.7,27,0.6193,-0.9916,0.0006,1674
03/04/2020,SPXW200304C03180000,0.17,-0.88,0.15,0.25,815,0.7119,0.014,0.0009,1248,3180.000,SPXW200304P03180000,132.26,-26.19,88.2,92.9,16,0,-0.972,0.0014,134
03/04/2020,SPXW200304C03185000,0.15,-0.725,0.05,0.15,810,0.6814,0.0077,0.0005,687,3185.000,SPXW200304P03185000,137.82,-25.53,93.2,98,19,0,-1,0.0014,521
03/04/2020,SPXW200304C03190000,0.1,-0.7,0.05,0.15,316,0.7111,0.0074,0.0005,991,3190.000,SPXW200304P03190000,132.55,-35.4,98.1,102.9,53,0,-0.9721,0.0012,430
